在职总月数,每月平均使用分钟数,平均未接语音呼叫数,是否流失
24,155,9,1
9,611,16,0
9,500,0,1
30,505,20,0
8,1275,162,0
19,58,2,0
29,57,12,1
12,412,21,1
12,603,30,1
20,713,0,1
20,134,2,0
17,677,25,0
17,266,24,0
15,244,34,0
40,18,0,1
17,588,27,0
10,431,7,0
18,86,18,1
12,55,2,0
33,1301,107,1
9,1306,48,0
10,1298,0,0
23,513,43,0
51,390,7,1
11,110,15,1
27,66,2,1
19,27,5,1
14,162,11,1
6,732,72,1
31,453,41,1
16,535,15,1
38,89,29,1
42,363,29,1
13,97,10,0
17,125,2,0
34,283,10,0
32,417,17,0
12,267,20,1
9,114,0,0
6,221,4,0
22,457,71,1
16,277,41,1
11,82,0,1
20,806,55,1
51,388,28,1
7,352,12,1
11,581,9,1
15,289,0,0
12,933,117,0
10,230,1,1
13,203,0,1
12,879,46,0
24,114,5,1
21,85,3,1
7,125,6,0
20,507,34,1
13,29,1,0
10,1068,38,0
37,135,7,0
20,320,29,1
16,419,35,0
24,2101,91,0
10,1154,85,0
19,113,5,1
8,291,7,0
10,341,30,1
17,111,11,0
7,1092,35,0
25,370,20,1
13,350,9,0
20,117,1,0
23,145,16,1
40,357,13,0
39,62,4,1
23,1773,29,0
15,486,9,1
17,1231,27,0
16,1100,92,1
50,4,1,0
19,120,1,0
8,1249,82,1
21,945,71,1
15,63,4,1
12,292,16,0
7,290,17,0
33,53,1,1
10,80,0,1
36,40,5,1
23,184,11,0
17,794,44,0
36,2711,83,1
31,155,9,0
20,872,73,0
13,949,52,1
12,638,97,1
27,12,0,0
18,342,20,1
16,197,9,0
17,149,3,1
19,365,9,0
21,382,24,0
23,84,9,1
8,127,1,0
27,50,9,0
32,428,8,1
18,257,17,0
13,78,1,1
25,824,58,1
22,390,18,0
29,214,11,1
8,170,19,0
16,48,0,1
13,130,3,0
33,1676,29,0
34,219,5,1
17,669,45,1
7,216,5,0
9,58,5,1
31,465,15,1
15,467,12,1
10,789,30,0
13,291,18,0
19,306,63,0
27,179,24,0
25,51,5,0
25,680,35,1
8,236,0,1
11,251,25,0
17,1399,65,0
24,464,32,0
22,16,1,0
11,41,5,1
10,411,47,1
31,321,9,0
23,88,7,1
12,0,0,1
12,206,2,1
23,323,17,1
31,162,0,1
23,349,16,1
8,1105,35,1
11,252,18,0
24,804,42,0
30,328,13,0
9,210,0,0
31,46,0,0
19,21,1,0
36,304,16,0
14,114,1,1
11,225,28,1
12,464,0,1
23,484,4,0
30,2490,107,0
11,15,1,0
17,894,38,0
25,13,4,0
13,591,24,0
7,172,29,0
20,241,8,0
35,164,10,1
9,580,35,0
38,571,12,0
12,229,17,1
27,777,22,0
20,334,22,1
16,84,2,0
17,978,68,1
13,896,37,0
14,409,30,1
20,435,21,0
13,450,33,1
24,652,15,0
12,1602,58,1
17,2678,15,0
16,888,30,0
18,1311,0,1
31,827,41,0
13,819,7,1
26,288,36,0
14,613,41,1
13,575,19,1
13,929,25,0
11,22,6,1
8,143,9,0
11,269,54,1
46,1501,61,1
19,182,13,1
21,1292,95,1
13,110,3,0
8,565,42,0
18,524,23,0
14,2180,3,0
13,374,45,1
21,611,18,1
23,254,18,1
14,160,12,0
9,129,0,0
12,682,35,0
25,2993,153,0
49,495,39,1
9,930,45,0
24,674,30,0
11,344,23,1
14,424,12,1
29,40,4,0
9,176,0,0
12,61,5,1
14,109,54,0
27,686,28,0
38,260,44,0
14,325,2,0
13,242,11,0
16,243,3,1
22,580,40,0
19,823,25,1
19,451,13,0
36,29,2,0
34,386,13,1
12,55,1,1
17,281,2,1
16,595,0,1
13,207,25,1
39,5,0,1
25,72,12,1
20,747,20,1
26,317,7,1
17,155,4,1
11,519,33,1
12,640,19,1
12,0,0,1
24,691,39,1
23,1387,156,0
13,1947,102,0
10,109,5,0
12,2641,101,0
7,147,3,0
13,652,43,1
9,351,5,1
29,364,4,0
23,154,9,1
43,71,3,0
19,282,12,0
12,332,0,1
19,1001,30,0
22,786,20,0
43,112,9,1
12,1335,183,1
32,501,16,1
11,1412,47,0
13,242,10,1
11,521,31,1
12,1295,103,1
35,50,4,1
17,631,44,0
34,180,2,0
17,787,141,0
19,820,65,0
9,1179,0,0
16,282,11,1
15,657,62,1
17,1296,42,0
7,381,24,0
15,296,18,1
6,9,0,1
17,430,17,1
12,216,6,0
36,303,11,1
23,260,8,1
14,756,0,1
16,96,1,1
11,1243,167,1
10,903,34,0
12,1454,68,0
27,281,26,0
10,0,0,1
14,15,4,0
18,293,29,0
19,334,18,1
6,229,5,0
25,11,0,1
9,159,20,0
7,775,111,1
23,225,9,1
16,152,2,0
14,256,4,1
15,66,1,1
26,704,12,0
9,1123,60,1
8,1025,47,0
41,122,20,0
47,1795,72,0
13,1390,37,0
31,84,4,1
11,55,1,1
20,1033,39,1
12,75,5,0
31,147,6,0
24,1405,40,1
9,392,13,0
8,10,0,1
12,573,32,0
29,159,7,0
17,192,8,1
39,52,3,0
11,1262,70,1
14,750,4,0
12,6,0,0
23,1408,38,1
13,1092,51,0
18,741,49,1
14,703,45,1
30,170,15,0
23,1074,79,1
19,133,7,1
9,509,1,1
18,942,39,0
21,349,5,0
14,107,2,1
22,247,16,0
24,66,10,1
16,299,27,0
32,356,12,1
10,2124,208,1
9,211,21,1
20,15,1,1
17,450,3,0
10,319,14,0
16,59,0,0
29,1132,47,0
17,1725,69,1
11,453,31,0
25,1507,22,1
11,44,3,1
20,235,13,1
14,249,2,0
19,223,5,1
12,717,44,0
11,504,37,1
11,71,0,0
17,91,3,0
17,822,68,1
15,741,108,1
33,479,74,0
7,403,28,1
15,4,1,1
23,525,24,1
14,992,110,0
48,176,11,1
20,740,28,0
6,161,4,1
39,10,0,1
39,454,11,1
11,557,38,1
13,327,24,1
21,134,17,1
13,1105,69,1
23,2340,39,1
7,377,40,1
15,410,0,1
10,210,0,1
25,153,2,0
33,1135,55,0
11,1164,89,0
10,237,15,0
18,134,11,0
16,282,26,1
31,464,16,1
13,973,30,0
6,1016,83,1
7,589,49,0
8,722,26,0
11,1794,84,1
6,93,4,0
32,21,2,0
32,961,63,1
13,192,0,1
12,44,25,1
28,284,20,1
8,438,26,0
33,41,4,1
24,181,28,1
21,42,1,1
11,785,79,1
24,88,6,0
9,126,2,1
36,99,1,0
15,474,15,0
13,1858,105,1
18,286,18,1
7,811,44,0
22,689,21,1
7,432,16,1
14,195,0,1
9,402,0,0
12,552,62,0
50,38,4,1
16,518,21,0
8,1127,0,0
13,66,2,1
18,968,54,1
35,414,20,1
33,210,9,1
31,477,76,1
25,425,24,1
11,401,39,1
27,6,2,1
38,1131,56,0
11,1474,15,1
33,61,2,1
25,223,33,1
20,425,22,1
11,485,12,1
13,818,22,0
26,50,5,0
9,698,59,1
10,1187,81,0
26,1288,40,0
14,1052,114,0
26,268,16,0
36,617,29,1
34,444,14,0
11,345,19,0
25,471,12,0
13,127,4,1
14,707,10,1
49,1052,62,1
49,0,0,1
19,1095,71,0
17,103,6,0
13,151,18,1
23,171,12,1
20,415,28,1
12,375,20,0
20,872,41,0
20,147,25,1
7,297,15,0
8,450,18,1
25,335,15,1
11,597,121,1
8,565,10,0
14,354,28,1
11,1126,0,1
34,1732,22,0
19,206,9,0
15,675,14,1
20,320,28,1
23,662,27,0
14,446,45,1
19,1342,41,0
25,198,13,0
47,0,0,1
14,446,28,1
10,532,64,0
40,55,4,1
21,446,6,1
18,33,2,0
14,330,22,1
10,2,1,1
10,293,5,1
12,174,6,0
12,67,7,1
13,766,79,1
8,826,11,1
20,108,6,1
7,343,5,0
8,151,20,0
8,2,0,1
28,1086,57,0
25,173,5,1
9,1743,199,0
24,365,77,0
12,329,8,1
36,48,4,1
10,218,13,0
16,948,58,1
19,34,0,1
17,160,15,1
19,305,17,1
18,3102,718,1
11,46,4,1
27,330,20,0
29,865,4,1
13,181,18,0
23,190,7,1
9,276,12,0
11,264,11,1
27,84,10,0
22,251,15,1
23,298,9,1
13,578,41,1
18,404,16,1
30,263,17,1
16,554,23,1
17,83,1,1
13,133,14,0
22,447,12,1
11,97,12,0
19,629,77,1
19,222,11,1
52,47,6,1
22,108,0,0
25,710,42,0
24,460,38,0
14,404,7,0
31,1271,34,0
11,215,0,1
11,866,14,1
18,2788,164,0
9,1299,102,1
12,823,41,0
24,1395,69,0
13,621,22,1
15,1329,9,0
7,824,90,1
11,-1,0,1
54,1193,53,0
11,151,8,1
21,1342,38,0
10,403,23,0
26,236,4,0
16,468,22,0
21,78,3,0
27,8,0,1
6,1100,36,0
37,925,40,1
18,52,13,0
33,182,4,0
11,1497,100,1
17,1433,145,1
11,136,16,0
12,83,5,1
11,338,19,1
11,865,51,0
20,127,10,1
18,1068,110,0
14,233,0,1
10,953,26,1
27,1534,39,0
6,56,6,0
15,1222,78,1
19,312,29,0
13,1196,112,1
48,1553,113,0
14,642,26,0
29,810,26,0
35,4,0,0
15,424,0,1
19,12,2,1
26,1044,41,0
23,652,22,1
12,1168,92,0
13,1231,100,1
48,1387,89,0
10,343,64,0
33,200,15,1
18,35,8,1
17,668,20,0
15,610,13,1
13,1290,41,1
22,263,10,1
21,148,5,1
12,366,7,1
15,10,1,0
13,0,0,0
12,808,57,0
10,344,30,0
14,151,7,0
12,228,4,0
12,1232,45,1
12,289,17,1
9,176,18,0
18,501,19,0
16,167,5,0
8,657,115,1
20,93,7,1
11,1251,28,0
30,178,23,1
21,1250,31,0
14,2548,9,0
12,501,11,1
8,50,0,0
14,1337,112,1
28,83,4,0
35,676,45,0
13,443,14,0
11,89,18,1
37,59,2,0
22,32,0,1
19,3235,99,0
25,396,49,0
33,26,0,0
9,82,7,0
20,1383,112,0
18,1735,81,0
36,0,1,1
33,2550,99,0
37,82,2,1
33,1318,181,0
19,1714,32,0
10,680,62,0
13,256,13,1
21,57,1,0
20,113,0,1
7,256,3,0
22,692,38,1
25,1009,69,0
15,221,11,0
7,265,26,0
9,629,22,0
12,181,7,1
31,657,28,0
18,106,9,0
15,15,1,1
26,148,9,0
6,1986,39,1
12,345,0,0
13,15,15,0
31,119,9,1
11,1480,41,0
10,1428,21,1
39,254,15,0
12,166,0,0
10,24,0,1
14,1940,128,1
11,10,0,0
10,211,0,0
8,564,31,0
9,1307,52,0
11,645,40,1
24,291,24,1
9,862,82,0
24,152,8,1
21,322,23,1
31,0,0,1
13,4,0,0
13,80,0,0
10,131,14,0
28,3,0,0
26,516,16,1
23,2366,51,1
16,952,12,1
15,56,1,0
7,63,4,1
7,44,0,0
13,333,45,1
21,424,58,0
27,522,27,0
11,725,35,1
7,105,2,0
29,740,10,1
27,272,16,1
19,243,5,0
35,67,6,0
30,360,8,0
27,522,34,0
19,220,21,1
38,348,16,0
7,211,11,0
16,158,18,1
8,1087,23,1
21,1121,72,1
19,274,11,0
10,507,19,0
13,367,12,1
7,569,0,0
10,51,1,1
11,366,23,1
7,248,20,0
23,323,12,0
32,242,8,0
21,560,14,1
36,87,3,1
24,213,4,1
17,123,0,1
19,301,38,0
8,168,0,1
21,344,9,1
16,1407,49,0
15,118,7,0
15,562,17,0
6,1044,27,0
18,712,37,0
21,85,4,1
14,597,8,1
11,845,18,1
13,428,11,0
13,156,7,0
29,-1,8,1
19,177,7,0
27,-1,0,1
10,562,0,0
12,856,49,1
20,853,47,0
20,652,48,1
12,414,28,0
23,208,13,0
51,1074,6,0
29,154,0,0
26,518,47,0
22,50,5,0
26,193,14,1
8,2400,81,0
18,178,4,1
16,458,9,1
20,1051,36,0
20,2911,193,1
7,5,0,0
29,629,87,0
10,161,5,0
23,251,14,0
9,442,95,1
35,188,7,0
26,202,6,0
11,218,4,0
7,646,20,0
12,143,16,0
7,911,13,0
12,885,41,0
17,1274,66,1
23,706,28,1
8,379,12,0
11,353,16,1
20,648,17,1
34,1566,166,0
28,960,33,0
6,942,31,1
21,54,1,1
11,19,2,1
25,347,26,1
8,62,5,0
11,0,0,1
7,860,19,0
7,120,17,0
18,115,3,1
28,268,11,0
10,167,18,1
11,286,28,1
9,143,4,0
23,15,0,0
28,72,6,0
14,630,31,1
9,12,2,0
15,23,0,1
33,260,6,1
31,480,45,1
17,215,16,1
29,77,9,1
13,247,19,1
17,303,13,0
24,1310,53,1
54,1697,56,0
12,175,6,1
11,1064,74,0
23,883,19,0
7,360,20,1
8,193,0,1
11,623,14,0
37,357,33,1
24,439,28,1
15,456,0,1
10,310,16,1
14,1666,87,1
28,689,32,1
10,401,0,1
14,256,9,0
23,392,35,1
11,523,53,1
11,981,33,0
12,592,23,1
22,630,82,0
33,305,11,0
7,796,40,0
10,7,0,0
22,288,14,0
21,64,7,0
12,1559,55,1
12,539,27,1
11,634,32,1
14,70,1,1
32,71,5,1
23,0,0,0
12,545,2,1
21,47,3,1
29,550,34,0
7,279,44,0
22,765,85,0
16,182,1,0
19,302,33,1
27,417,16,0
15,800,34,0
9,639,34,0
19,692,17,1
32,495,26,1
8,112,8,1
30,289,12,1
11,219,17,0
11,198,0,1
13,877,14,1
25,219,5,1
11,1243,42,1
11,143,6,1
33,2436,333,0
10,1312,114,0
33,382,31,1
7,583,12,1
17,256,15,0
19,89,3,0
23,168,20,1
10,559,18,0
12,298,24,1
16,515,13,1
16,390,18,0
38,770,60,1
7,230,28,1
12,286,27,1
11,336,23,1
33,214,15,1
22,120,6,1
6,124,10,0
23,131,8,0
43,1058,215,0
11,884,50,0
25,211,25,0
33,265,25,1
11,251,20,0
6,409,8,0
8,1027,73,0
17,82,1,1
27,1163,115,1
14,223,9,1
21,158,2,1
12,562,37,1
11,518,22,1
16,157,14,1
22,50,1,1
9,291,35,1
7,2176,100,1
15,386,44,0
18,2005,52,0
32,277,34,0
13,1206,172,1
11,71,10,0
18,622,28,1
15,1279,105,0
9,221,22,1
14,838,83,1
32,90,0,1
23,391,22,1
54,403,16,1
16,337,3,1
21,267,3,0
13,145,1,1
49,194,4,0
24,637,31,0
11,348,9,1
14,36,1,1
23,165,19,1
31,238,11,1
24,452,10,1
48,67,5,1
10,687,28,1
32,405,10,1
58,1978,114,1
10,102,11,0
19,229,5,1
27,235,5,1
24,172,18,1
35,270,15,1
49,517,19,0
31,164,19,0
9,18,0,1
13,457,0,1
6,777,54,1
33,566,13,1
19,1294,14,1
30,51,2,1
12,16,0,0
7,535,21,0
13,2101,60,1
11,1048,75,1
9,1241,24,0
19,1589,98,0
13,538,30,1
11,61,8,1
30,284,15,0
17,107,2,1
33,136,5,0
19,433,6,1
41,322,4,0
15,194,17,1
17,115,6,1
21,3,0,0
26,414,40,0
44,780,12,1
11,776,0,1
35,198,12,0
21,1062,80,1
21,126,13,0
9,665,19,0
14,1034,81,0
10,815,0,0
10,119,5,0
23,52,2,0
26,22,1,1
12,19,1,1
27,331,53,1
21,1869,165,0
7,831,46,0
25,126,16,1
19,0,0,1
27,284,23,1
27,144,12,0
38,204,14,0
25,1194,95,0
13,460,25,1
11,930,154,0
22,303,22,1
16,1104,92,1
10,311,7,0
7,315,7,1
13,400,0,0
17,2479,139,1
10,875,34,1
15,335,0,1
22,624,32,0
23,178,25,1
7,217,7,0
8,284,0,1
9,1554,62,0
13,215,9,1
14,2010,75,0
13,73,8,0
7,132,25,0
9,761,19,1
8,355,40,0
23,281,5,1
12,245,26,1
29,179,13,0
12,587,10,1
17,1088,43,1
29,595,38,1
29,168,18,0
36,5,1,0
23,104,3,1
25,72,2,1
15,57,5,0
18,291,19,1
15,359,8,0
10,336,10,0
15,260,15,1
7,38,4,1
13,613,32,1
19,455,31,0
25,298,8,1
15,922,31,1
11,338,65,0
11,92,5,1
10,27,3,1
11,301,24,0
25,58,8,0
10,266,0,0
25,127,8,0
21,1041,22,0
21,70,3,0
20,102,14,0
24,188,12,1
18,604,26,0
13,651,26,1
26,102,3,0
22,210,2,1
7,662,46,0
19,122,6,0
28,173,2,1
17,219,12,1
27,36,1,1
11,856,20,1
14,527,40,0
31,14,1,1
8,580,36,0
17,372,1,0
11,14,2,1
23,69,10,1
13,32,3,0
7,952,57,0
39,186,8,1
40,139,6,1
35,189,3,0
12,167,23,0
11,592,31,1
9,89,8,0
35,1593,44,0
11,872,24,0
25,871,21,1
21,201,7,0
13,314,56,1
8,60,4,0
26,169,19,0
9,1349,71,0
7,503,16,0
15,354,16,0
21,858,32,0
12,178,7,1
9,165,24,1
15,305,0,1
11,35,1,0
13,638,30,1
9,70,4,1
9,550,17,0
36,357,32,0
10,45,4,0
23,222,9,1
19,85,3,0
31,928,21,1
15,192,2,0
37,1259,55,1
18,814,17,0
33,547,75,0
9,933,57,0
25,317,9,0
9,620,32,0
20,1039,55,0
25,47,5,1
15,708,31,0
20,865,13,1
22,690,79,0
7,849,10,0
31,696,10,0
33,0,0,1
25,51,0,1
25,413,50,1
25,52,19,1
8,2084,52,1
18,186,12,0
44,1671,55,1
11,136,1,1
36,48,4,0
11,807,39,1
19,316,23,1
19,612,45,1
28,0,0,1
12,187,0,1
18,4045,552,1
36,38,1,1
37,38,5,1
48,300,22,1
36,0,0,0
23,619,6,1
10,326,42,0
31,300,19,0
11,294,0,1
14,296,42,0
13,384,15,1
10,163,11,0
28,383,6,0
30,528,22,1
16,233,25,1
18,88,4,0
10,8,0,0
10,526,64,0
34,714,68,1
13,605,106,1
41,53,1,1
19,0,0,1
21,103,1,1
21,90,10,0
7,6,4,0
10,7,1,1
20,328,21,0
27,377,14,1
11,315,38,1
21,341,28,0
25,241,27,1
11,131,17,0
16,275,14,0
14,0,0,1
17,377,45,1
7,80,0,0
45,589,25,1
23,529,30,1
24,614,34,0
18,621,53,1
30,304,25,0
8,165,6,0
25,1064,32,1
22,317,11,1
21,367,35,0
20,1246,30,0
49,420,41,1
30,123,8,1
21,776,53,0
9,48,2,0
9,487,12,0
23,648,51,1
23,74,3,0
21,757,5,1
32,12,0,0
15,138,3,0
9,541,36,0
11,435,38,1
22,205,9,0
8,1565,169,0
12,31,1,1
12,1990,0,1
9,1150,32,0
13,1126,62,0
16,120,5,1
10,337,0,1
11,1273,58,0
9,355,33,1
13,49,6,1
26,147,9,1
15,688,35,0
22,347,25,0
7,37,6,1
23,564,62,1
14,207,9,1
20,941,41,1
21,297,0,1
57,3,0,1
37,195,80,0
32,343,13,0
16,2599,57,1
29,445,36,1
26,187,0,1
21,35,0,0
27,982,32,1
28,251,5,1
31,1396,0,0
23,48,1,0
7,393,19,0
15,101,0,1
20,556,18,1
16,91,3,0
15,977,0,0
21,1007,62,1
16,282,4,0
23,1058,62,1
13,285,27,1
18,250,12,0
7,389,6,1
11,208,11,0
24,62,4,0
26,219,39,0
49,3206,94,0
19,2162,53,0
43,288,13,1
13,68,0,1
16,1173,29,0
35,709,15,0
15,301,17,1
16,91,1,1
14,1468,0,1
23,385,10,0
18,500,65,0
11,275,19,1
23,68,3,1
29,1034,43,1
31,335,12,1
31,94,1,0
13,308,22,0
26,771,0,1
11,178,7,1
25,127,5,0
7,393,29,0
13,458,56,1
20,323,36,1
11,104,0,0
18,386,15,1
19,184,8,0
25,282,36,1
18,334,31,0
11,2,0,1
11,1331,99,1
19,2273,178,0
23,89,3,0
18,177,9,1
7,391,16,0
12,340,9,1
11,61,4,1
18,887,26,1
20,3,0,0
13,130,3,1
20,441,3,1
10,871,0,0
21,525,16,1
8,427,0,0
8,320,53,1
7,610,21,0
13,216,7,1
25,619,29,0
18,749,86,0
24,351,17,1
12,714,33,1
10,918,65,1
7,745,88,0
20,201,18,1
19,632,13,1
20,88,2,0
8,144,0,1
27,100,6,1
11,77,38,1
17,1,0,0
7,920,16,0
8,1095,48,0
12,720,29,1
44,298,13,0
8,476,32,0
33,58,8,0
32,55,9,0
30,705,32,0
31,77,9,1
11,976,17,0
21,497,20,1
34,30,0,1
31,0,0,1
13,18,6,1
37,421,12,1
24,680,42,0
11,555,0,0
22,528,24,1
28,702,32,1
27,378,4,1
8,23,1,0
11,694,48,0
26,357,16,1
7,1073,170,0
23,145,0,1
14,64,2,0
13,740,38,1
14,31,1,1
7,263,10,1
12,749,79,1
21,338,16,1
7,532,73,0
16,20,0,0
30,190,8,1
41,140,8,1
20,2167,58,1
28,461,31,0
11,423,21,0
11,216,2,1
47,577,29,1
41,313,7,0
10,463,33,1
24,54,3,0
11,52,14,1
37,246,31,0
20,678,63,1
10,98,7,1
13,810,19,0
11,197,14,1
28,402,29,1
20,277,19,0
49,142,9,1
11,122,0,1
7,193,15,0
34,74,3,1
8,181,13,1
7,59,2,0
40,267,20,1
9,1414,147,1
18,278,6,0
9,37,3,1
23,592,11,1
26,273,14,0
27,312,13,0
10,2,1,1
8,239,0,0
17,225,9,0
25,1092,102,0
18,1269,25,0
20,246,6,0
9,1482,18,0
10,724,0,1
15,450,77,1
9,402,44,1
24,184,14,1
27,621,21,0
13,398,0,0
28,838,15,1
8,826,71,0
18,159,11,1
12,877,56,1
25,59,0,1
9,1724,122,0
18,339,40,0
12,1273,68,0
14,313,56,1
12,350,0,1
10,39,0,0
14,410,34,1
11,71,0,0
11,29,0,1
32,38,1,0
12,2075,125,1
17,896,116,1
23,731,14,0
19,383,16,1
33,25,13,1
7,619,14,0
19,783,20,1
19,148,7,1
12,110,8,0
12,165,11,1
21,228,11,0
24,23,0,1
31,592,26,1
11,162,4,1
35,228,14,0
21,30,0,0
20,58,6,0
15,847,52,0
21,1439,99,0
22,1107,91,1
30,206,10,1
18,17,0,1
13,79,10,1
14,1107,77,0
9,37,1,0
52,1665,54,0
10,22,2,1
18,692,124,0
14,805,17,0
21,16,1,0
19,438,14,1
16,213,2,1
23,521,24,0
22,397,28,0
32,343,11,0
26,28,0,0
28,172,2,1
20,787,37,1
17,551,12,1
34,82,7,1
10,566,3,0
18,290,11,1
14,314,13,0
17,562,44,0
39,595,37,0
23,158,10,0
19,903,60,0
29,273,24,1
13,1139,32,1
44,740,11,0
36,238,14,0
20,237,11,0
19,137,7,1
11,221,13,1
36,1589,189,0
23,349,21,0
11,794,0,0
23,309,71,0
6,51,3,0
10,213,14,0
28,637,43,1
20,36,0,1
12,328,6,1
26,727,35,0
8,770,45,1
13,684,0,1
26,884,63,0
29,0,3,0
7,1122,32,1
39,16,4,1
30,200,8,0
7,1302,34,1
7,237,8,0
7,1168,39,1
7,867,52,0
9,571,17,1
20,588,5,1
21,419,10,1
11,224,11,1
31,916,35,0
15,584,48,0
30,6,0,0
19,157,13,0
12,190,12,0
35,319,7,0
29,178,22,1
33,246,10,1
22,18,1,0
10,79,0,0
39,23,2,0
23,755,34,1
15,1,0,1
9,436,15,0
7,267,21,0
16,330,8,1
26,156,10,1
15,346,47,1
11,527,16,0
10,517,33,1
7,936,72,0
9,138,10,0
9,540,16,0
27,908,0,1
9,831,60,1
14,2509,142,1
29,982,17,0
9,1145,64,0
7,335,7,0
14,200,0,0
7,1073,14,1
27,395,11,0
13,714,39,0
19,136,10,0
19,118,8,0
15,870,47,0
15,835,19,1
7,585,10,1
18,481,17,1
11,108,15,1
14,764,33,1
10,960,80,1
23,952,102,1
24,392,8,0
35,153,7,1
28,78,10,0
10,565,30,0
15,279,18,1
20,2542,47,0
11,178,2,1
12,255,28,1
10,330,22,1
8,570,43,0
33,256,14,0
21,177,14,0
13,236,8,0
20,486,16,0
13,462,32,0
32,1852,51,0
20,572,59,0
45,3,0,1
43,166,14,1
13,0,0,1
12,333,25,1
10,385,29,0
22,300,10,1
35,54,2,1
7,896,43,0
11,1793,41,0
24,448,28,0
49,544,298,1
10,591,36,0
11,174,0,1
7,581,40,0
15,1271,8,1
23,323,59,0
28,91,7,1
19,476,26,1
14,486,43,1
21,239,12,1
7,520,15,1
8,1549,144,0
10,1997,156,0
8,552,103,0
28,58,6,0
9,1085,129,0
29,970,66,1
10,1046,45,1
25,145,51,0
22,373,22,0
11,777,73,1
19,1539,56,1
18,1681,49,1
28,597,28,1
26,141,16,0
9,2420,138,0
9,510,54,1
19,533,18,1
25,37,9,1
16,267,15,0
8,491,22,0
10,1190,29,1
18,89,12,1
10,245,0,0
27,9,0,1
9,234,6,0
30,9,0,1
15,127,6,1
32,149,21,0
23,7,0,1
19,248,0,1
7,508,53,0
18,743,144,0
7,835,17,0
25,35,0,1
27,110,6,0
10,450,10,1
12,125,0,1
25,1739,58,0
40,1000,60,0
28,473,34,1
10,1045,27,0
10,335,14,0
13,210,16,1
9,481,23,1
10,401,10,0
8,578,29,0
10,1506,11,1
18,393,7,0
15,389,48,1
35,1230,76,0
22,105,10,0
16,695,42,1
36,765,36,0
29,610,21,1
19,1733,140,0
8,204,19,1
16,326,18,1
13,1,0,1
9,177,6,0
23,640,8,0
17,1252,54,1
14,1093,41,1
8,230,5,0
10,19,1,1
23,1544,0,0
12,2294,62,1
35,291,11,1
13,94,5,1
19,882,45,0
9,235,0,0
20,218,15,0
11,255,33,1
11,539,36,0
7,1146,184,0
23,14,1,1
34,536,10,1
25,133,11,1
31,1654,28,0
20,613,7,1
11,204,8,0
37,125,13,0
13,248,13,1
13,118,10,1
32,1,8,1
10,133,2,1
17,232,30,1
37,308,17,0
19,231,15,1
27,192,18,0
37,46,3,0
31,295,28,0
10,496,18,0
12,9,0,0
10,123,15,1
27,280,14,0
9,245,0,0
10,114,13,0
28,412,30,0
11,917,72,1
30,500,22,0
10,1531,25,0
26,392,32,0
21,555,16,1
15,403,32,0
30,65,9,1
28,263,25,0
21,209,17,1
10,1129,45,1
8,425,0,1
11,339,14,0
11,64,18,1
9,0,0,1
23,1147,49,1
27,227,7,0
12,55,5,0
11,2678,121,0
15,185,22,1
7,348,19,0
16,95,3,0
13,69,0,1
18,451,15,1
18,162,4,0
19,37,3,0
16,119,4,0
33,838,68,0
29,1236,114,1
11,211,25,1
20,65,5,0
35,70,0,1
47,267,16,0
14,310,0,0
10,583,7,0
31,620,42,0
11,641,52,1
13,467,24,1
28,-1,20,1
23,459,30,1
9,614,22,1
7,413,51,0
29,473,16,1
12,514,24,1
11,224,1,1
18,507,24,1
30,399,21,1
8,390,175,0
39,187,25,0
25,2179,103,0
9,92,5,1
15,100,18,0
18,233,22,1
15,1119,105,1
14,8,0,1
25,407,15,1
23,155,15,1
7,507,39,1
7,227,21,1
19,157,6,0
16,2125,110,0
17,570,31,0
27,68,13,1
8,919,5,1
48,10,1,0
7,1051,43,0
24,138,3,1
21,345,0,0
23,124,4,0
14,257,2,1
17,576,14,0
23,127,13,1
19,88,3,0
23,316,7,0
23,241,5,0
31,994,126,1
20,224,3,1
25,319,7,1
11,326,13,1
20,363,1,0
7,186,15,1
12,481,26,1
40,688,30,1
32,472,56,1
12,1885,35,1
11,307,61,0
6,237,7,0
7,381,10,0
24,32,1,0
11,296,7,1
24,342,6,0
11,552,0,0
18,58,1,1
19,884,59,1
26,221,3,1
56,5,0,0
19,272,0,1
22,148,6,0
26,398,35,1
37,157,9,1
11,137,0,1
6,478,30,0
13,457,0,0
28,1583,66,1
18,172,25,1
12,1630,24,0
8,971,48,0
28,180,11,0
25,232,21,1
6,797,50,0
10,754,20,0
27,315,4,1
18,0,0,1
21,300,46,1
26,1318,25,0
13,75,0,0
26,749,0,0
21,508,44,1
17,500,12,0
23,187,17,1
12,1287,69,0
14,345,1,1
11,238,11,0
10,973,71,1
7,390,16,0
23,1847,39,1
12,224,4,0
7,83,15,0
24,465,24,1
8,219,0,1
21,249,13,0
11,547,150,0
10,282,32,0
13,44,4,1
12,101,7,1
17,189,19,0
17,381,8,0
36,17,1,0
27,520,8,0
12,770,89,1
13,745,48,1
31,108,3,1
8,340,17,0
25,41,2,0
13,458,14,1
12,352,20,0
12,5,2,1
37,416,29,0
29,862,43,0
21,1333,30,0
29,818,24,0
10,473,93,0
7,928,53,0
14,1674,52,1
18,148,3,1
18,69,2,1
16,52,6,0
24,868,55,0
14,489,92,0
10,464,38,0
13,480,19,1
13,43,0,1
16,877,73,1
14,44,3,0
